UserId,Gender,MonthOfBirth,IsPupilPremium,YearGroup
20619,Unspecified,2008-12-01,,8
20620,Unspecified,2010-04-01,,7
20621,Unspecified,2006-09-01,,10
20622,Unspecified,2009-08-01,,8
20623,Unspecified,2007-08-01,,10
20624,Unspecified,2008-12-01,,8
20625,Unspecified,2006-05-01,,9
20626,Unspecified,2008-03-01,,9
20627,Unspecified,2011-08-01,,6
20628,Unspecified,2009-02-01,,8
20629,Unspecified,2009-05-01,,8
20630,Unspecified,2010-05-01,,7
20631,Unspecified,2009-09-01,,7
20632,Unspecified,2009-11-01,,7
20633,Unspecified,2008-12-01,,8
20634,Unspecified,2007-08-01,,10
20635,Unspecified,2009-07-01,,8
20636,Unspecified,2009-04-01,,8
20637,Unspecified,2009-02-01,,8
20638,Unspecified,2008-05-01,,9
20639,Unspecified,2008-12-01,,8
20640,Unspecified,2009-10-01,,7
20641,Unspecified,2008-02-01,,9
20642,Unspecified,2009-06-01,,8
20643,Unspecified,2011-04-01,,6
20644,Unspecified,2010-04-01,,7
20645,Unspecified,2011-08-01,,6
20646,Unspecified,2008-01-01,,9
20647,Unspecified,2006-12-01,,10
20648,Unspecified,2010-04-01,,7
20649,Unspecified,2008-04-01,,9
20650,Unspecified,2009-01-01,,8
1139,Unspecified,2012-03-01,,5
20651,Unspecified,2006-09-01,,10
20652,Unspecified,2007-08-01,,9
20653,Unspecified,2016-04-01,,5
20654,Unspecified,2010-05-01,,7
20655,Unspecified,2008-10-01,,8
20656,Unspecified,2011-05-01,,6
20657,Unspecified,2008-03-01,,9
20658,Unspecified,2009-06-01,,8
20659,Unspecified,2008-11-01,,8
20660,Unspecified,2008-01-01,,9
20661,Unspecified,2009-04-01,,8
20662,Unspecified,2010-05-01,,7
20663,Unspecified,2008-04-01,,9
20664,Unspecified,2008-09-01,,6
20665,Unspecified,2010-10-01,,6
20666,Unspecified,2011-06-01,,6
20667,Unspecified,2008-06-01,,9
20668,Unspecified,2008-05-01,,9
20669,Unspecified,2010-09-01,,6
20670,Unspecified,2010-05-01,,7
20671,Unspecified,2010-05-01,,7
20672,Unspecified,2010-08-01,,7
20673,Unspecified,2008-10-01,,8
20674,Unspecified,2011-05-01,,6
20675,Unspecified,2011-03-01,,6
20676,Unspecified,2005-07-01,,9
20677,Unspecified,2008-11-01,,8
20678,Unspecified,2008-11-01,,8
20679,Unspecified,2008-03-01,,9
20680,Unspecified,2009-04-01,,8
20681,Unspecified,2008-10-01,,8
20682,Unspecified,2009-03-01,,8
20683,Unspecified,2010-12-01,,6
20684,Unspecified,2008-10-01,,8
20685,Unspecified,2007-09-01,,9
20686,Unspecified,2008-04-01,,9
20687,Unspecified,2008-05-01,,9
20688,Unspecified,2008-11-01,,8
20689,Unspecified,2009-09-01,,7
20690,Unspecified,2008-05-01,,9
20691,Unspecified,2006-04-01,,11
20692,Unspecified,2009-06-01,,8
20693,Unspecified,2006-11-01,,10
20694,Unspecified,2008-04-01,,9
20695,Unspecified,2006-12-01,,8
20696,Unspecified,2006-12-01,,10
20697,Unspecified,2008-05-01,,9
20698,Unspecified,2009-05-01,,8
20699,Unspecified,2009-05-01,,8
20700,Unspecified,2008-04-01,,9
20701,Unspecified,2008-03-01,,9
20702,Unspecified,2008-06-01,,9
20703,Unspecified,2008-09-01,,8
20704,Unspecified,2011-03-01,,6
20705,Unspecified,2009-06-01,,8
20706,Unspecified,2008-05-01,,9
20707,Unspecified,2007-09-01,,9
20708,Unspecified,2009-11-01,,7
20709,Unspecified,2007-02-01,,10
20710,Unspecified,2008-04-01,,9
20711,Unspecified,2007-12-01,,9
20712,Unspecified,2007-02-01,,10
20713,Unspecified,2009-07-01,,8
20714,Unspecified,2008-08-01,,9
20715,Unspecified,2007-06-01,,10
20716,Unspecified,2010-11-01,,6
20717,Unspecified,2009-06-01,,8
20718,Unspecified,2008-02-01,,9
20719,Unspecified,2009-04-01,,8
20720,Unspecified,2008-09-01,,8
20721,Unspecified,2007-05-01,,10
20722,Unspecified,2010-07-01,,7
20723,Unspecified,2007-10-01,,9
20724,Unspecified,2009-03-01,,8
20725,Unspecified,2009-05-01,,8
20726,Unspecified,2007-06-01,,10
20727,Unspecified,2010-11-01,,6
20728,Unspecified,2006-11-01,,10
20729,Unspecified,2009-08-01,,8
20730,Unspecified,2007-12-01,,9
20731,Unspecified,2008-01-01,,9
20732,Unspecified,2008-11-01,,8
20733,Unspecified,2009-07-01,,8
20734,Unspecified,2009-05-01,,8
20735,Unspecified,2008-06-01,,9
20736,Unspecified,2007-01-01,,10
20737,Unspecified,2007-08-01,,10
20738,Unspecified,2007-11-01,,9
20739,Unspecified,2009-05-01,,8
20740,Unspecified,2011-01-01,,6
20741,Unspecified,2008-05-01,,9
20742,Unspecified,2010-11-01,,6
20743,Unspecified,2009-04-01,,8
20744,Unspecified,2008-04-01,,9
20745,Unspecified,2009-06-01,,8
20746,Unspecified,2013-03-01,,5
20747,Unspecified,2006-11-01,,10
20748,Unspecified,2009-06-01,,8
20749,Unspecified,2009-07-01,,8
20750,Unspecified,2008-05-01,,9
20751,Unspecified,2008-06-01,,9
20752,Unspecified,2009-01-01,,8
20753,Unspecified,2006-12-01,,10
20754,Unspecified,2008-07-01,,9
20755,Unspecified,2007-02-01,,10
20756,Unspecified,2009-06-01,,8
20757,Unspecified,2011-01-01,,6
20758,Unspecified,2011-08-01,,6
20759,Unspecified,2007-12-01,,9
6500,Unspecified,2009-03-01,,8
20760,Unspecified,2011-05-01,,6
20761,Unspecified,2007-02-01,,10
20762,Unspecified,2006-02-01,,9
20763,Unspecified,2008-04-01,,9
20764,Unspecified,2008-01-01,,9
684,Unspecified,2007-10-01,,9
20765,Unspecified,2007-05-01,,10
20766,Unspecified,2010-10-01,,6
20767,Unspecified,2008-02-01,,9
20768,Unspecified,2009-06-01,,8
20769,Unspecified,2011-03-01,,6
20770,Unspecified,2009-05-01,,8
20771,Unspecified,2010-11-01,,6
20772,Unspecified,2008-03-01,,9
20773,Unspecified,2009-05-01,,8
20774,Unspecified,2007-03-01,,10
20775,Unspecified,2007-03-01,,10
20776,Unspecified,2007-03-01,,10
20777,Unspecified,2008-09-01,,8
20778,Unspecified,2007-06-01,,10
20779,Unspecified,2007-06-01,,10
20780,Unspecified,2008-09-01,,8
20781,Unspecified,2007-02-01,,10
20782,Unspecified,2007-01-01,,10
20783,Unspecified,2007-06-01,,10
20784,Unspecified,2007-08-01,,10
20785,Unspecified,2009-03-01,,8
20786,Unspecified,2007-07-01,,10
20787,Unspecified,2010-09-01,,6
20788,Unspecified,2008-08-01,,8
20789,Unspecified,2007-06-01,,10
20790,Unspecified,2008-11-01,,8
20791,Unspecified,2010-06-01,,7
20792,Unspecified,2008-08-01,,9
20793,Unspecified,2008-09-01,,8
20794,Unspecified,2008-09-01,,8
20795,Unspecified,2007-06-01,,10
20796,Unspecified,2008-09-01,,8
20797,Unspecified,2006-09-01,,10
20798,Unspecified,2009-01-01,,8
20799,Unspecified,2009-01-01,,8
20800,Female,2009-07-01,,7
20801,Unspecified,2012-05-01,,5
20802,Unspecified,2008-09-01,,9
20803,Unspecified,2007-09-01,,9
20804,Unspecified,2008-06-01,,9
20805,Unspecified,2009-05-01,,8
20806,Unspecified,2008-04-01,,9
20807,Unspecified,2008-08-01,,9
20808,Unspecified,2008-06-01,,9
20809,Unspecified,2007-11-01,,9
2629,Unspecified,2010-02-01,,7
20810,Unspecified,2011-06-01,,6
20811,Unspecified,2008-11-01,,8
20812,Unspecified,2007-06-01,,10
20813,Unspecified,2009-05-01,,8
20814,Unspecified,2007-09-01,,9
20815,Unspecified,2006-12-01,,10
20816,Unspecified,2010-05-01,,7
20817,Unspecified,2009-02-01,,8
20818,Unspecified,2011-04-01,,6
20819,Unspecified,2008-05-01,,9
20820,Unspecified,2009-09-01,,7
20821,Unspecified,2009-02-01,,8
20822,Unspecified,2012-02-01,,5
20823,Unspecified,2009-06-01,,8
20824,Unspecified,2008-02-01,,9
522,Unspecified,2011-02-01,,6
20825,Unspecified,2008-11-01,,8
20826,Unspecified,2007-10-01,,9
20827,Unspecified,2007-11-01,,9
20828,Unspecified,2007-07-01,,10
20829,Unspecified,2009-05-01,,8
20830,Unspecified,2008-06-01,,9
20831,Unspecified,2010-04-01,,7
20832,Unspecified,2007-08-01,,10
2586,Unspecified,2007-05-01,,10
20833,Unspecified,2009-06-01,,8
20834,Unspecified,2008-07-01,,9
20835,Unspecified,2010-11-01,,6
20836,Unspecified,2006-11-01,,10
20837,Unspecified,2007-01-01,,10
20838,Unspecified,2010-05-01,,7
20839,Unspecified,2008-10-01,,8
20840,Unspecified,2009-04-01,,8
20841,Unspecified,2007-04-01,,10
20842,Unspecified,2008-12-01,,9
20843,Unspecified,2009-08-01,,8
20844,Unspecified,2008-03-01,,9
20845,Unspecified,2006-10-01,,10
20846,Unspecified,2008-07-01,,9
20847,Unspecified,2008-03-01,,9
20848,Unspecified,2009-05-01,,8
680,Unspecified,2008-12-01,,8
20849,Unspecified,2008-09-01,,5
20850,Unspecified,2007-02-01,,10
20851,Unspecified,2006-10-01,,10
20852,Unspecified,2008-07-01,,9
20853,Unspecified,2009-01-01,,8
20854,Unspecified,2006-02-01,,9
20855,Unspecified,2008-06-01,,9
20856,Unspecified,2006-12-01,,10
20857,Unspecified,2009-01-01,,8
20858,Unspecified,2008-09-01,,8
20859,Unspecified,2008-07-01,,9
20860,Unspecified,2009-12-01,,7
20861,Unspecified,2009-07-01,,8
20862,Unspecified,2009-05-01,,8
20863,Unspecified,2009-09-01,,7
20864,Unspecified,2008-12-01,,8
20865,Unspecified,2006-09-01,,10
20866,Unspecified,2006-12-01,,10
20867,Unspecified,2008-12-01,,8
20868,Unspecified,2009-06-01,,8
20869,Unspecified,2009-08-01,,8
20870,Unspecified,2007-07-01,,10
20871,Unspecified,2009-05-01,,8
20872,Unspecified,2009-08-01,,8
20873,Unspecified,2009-12-01,,7
20874,Unspecified,2008-11-01,,8
20875,Unspecified,2008-02-01,,9
20876,Unspecified,2008-03-01,,9
20877,Unspecified,2007-12-01,,9
20878,Unspecified,2008-08-01,,9
20879,Unspecified,2007-09-01,,9
20880,Unspecified,2009-04-01,,8
20881,Unspecified,2009-08-01,,8
20882,Unspecified,2011-02-01,,6
20883,Unspecified,2010-02-01,,7
20884,Unspecified,2008-09-01,,8
20885,Unspecified,2009-06-01,,8
20886,Unspecified,2007-11-01,,9
20887,Unspecified,2007-07-01,,10
20888,Unspecified,2010-11-01,,6
20889,Unspecified,2009-05-01,,8
20890,Unspecified,2008-04-01,,9
20891,Unspecified,2009-07-01,,8
20892,Unspecified,2008-10-01,,8
20893,Unspecified,2009-01-01,,8
20894,Unspecified,2008-08-01,,9
20895,Unspecified,2007-08-01,,10
20896,Unspecified,2010-01-01,,7
20897,Unspecified,2009-06-01,,8
20898,Unspecified,2007-11-01,,9
20899,Unspecified,2008-09-01,,8
20900,Unspecified,2008-03-01,,9
20901,Unspecified,2017-12-01,,7
20902,Unspecified,2007-10-01,,9
20903,Unspecified,2008-11-01,,8
20904,Unspecified,2009-01-01,,8
20905,Unspecified,2008-11-01,,9
20906,Unspecified,2009-02-01,,8
20907,Unspecified,2008-04-01,,9
20908,Unspecified,2009-05-01,,8
20909,Unspecified,2009-08-01,,8
20910,Unspecified,2008-01-01,,9
20911,Unspecified,2009-01-01,,8
20912,Unspecified,2008-07-01,,9
20913,Unspecified,2008-06-01,,9
20914,Unspecified,2008-03-01,,9
20915,Unspecified,2008-09-01,,8
20916,Unspecified,2008-08-01,,9
20917,Unspecified,2008-10-01,,8
20918,Unspecified,2009-06-01,,8
20919,Unspecified,2008-12-01,,8
20920,Unspecified,2010-04-01,,7
20921,Unspecified,2009-01-01,,8
20922,Unspecified,2011-01-01,,6
20923,Unspecified,2010-04-01,,7
20924,Unspecified,2009-01-01,,8
20925,Unspecified,2007-08-01,,10
20926,Unspecified,2008-09-01,,8
20927,Unspecified,2010-06-01,,7
20928,Unspecified,2007-04-01,,10
20929,Unspecified,2008-06-01,,9
20930,Unspecified,2011-04-01,,6
20931,Unspecified,2010-06-01,,7
20932,Unspecified,2011-07-01,,6
20933,Unspecified,2011-07-01,,6
20934,Unspecified,2008-01-01,,9
20935,Unspecified,2009-10-01,,7
20936,Unspecified,2011-02-01,,6
20937,Unspecified,2009-05-01,,8
20938,Unspecified,2008-01-01,,9
20939,Unspecified,2011-05-01,,6
20940,Unspecified,2008-03-01,,9
20941,Unspecified,2008-12-01,,8
20942,Unspecified,2008-12-01,,8
20943,Unspecified,2009-08-01,,8
20944,Unspecified,2010-05-01,,7
20945,Unspecified,2008-10-01,,8
20946,Unspecified,2006-09-01,,10
20947,Unspecified,2007-08-01,,10
20948,Unspecified,2009-10-01,,7
20949,Unspecified,2007-08-01,,10
20950,Unspecified,2008-03-01,,9
20951,Unspecified,2011-03-01,,6
20952,Unspecified,2008-11-01,,8
20953,Unspecified,2008-09-01,,8
20954,Unspecified,2011-02-01,,6
20955,Unspecified,2010-04-01,,7
20956,Unspecified,2011-07-01,,6
20957,Unspecified,2007-09-01,,9
20958,Unspecified,2009-04-01,,
20959,Unspecified,2008-09-01,,8
20960,Unspecified,2009-08-01,,8
20961,Unspecified,2008-04-01,,9
20962,Unspecified,2008-08-01,,9
20963,Unspecified,2008-03-01,,9
20964,Unspecified,2008-11-01,,8
20965,Unspecified,2009-06-01,,6
20966,Unspecified,2013-09-01,,5
20967,Unspecified,2011-01-01,,6
20968,Unspecified,2006-10-01,,10
20969,Unspecified,2009-12-01,,7
20970,Unspecified,2008-09-01,,6
20971,Unspecified,2008-08-01,,9
20972,Unspecified,2006-09-01,,10
20973,Unspecified,2006-09-01,,10
20974,Unspecified,2007-01-01,,10
20975,Unspecified,2008-09-01,,8
20976,Unspecified,2007-03-01,,10
20977,Unspecified,2009-02-01,,8
20978,Unspecified,2007-02-01,,10
20979,Unspecified,2008-04-01,,9
20980,Unspecified,2006-10-01,,10
20981,Unspecified,2009-06-01,,8
20982,Unspecified,2008-12-01,,8
20983,Unspecified,2008-11-01,,8
20984,Unspecified,2008-05-01,,9
20985,Unspecified,2012-05-01,,5
20986,Unspecified,2008-03-01,,9
20987,Unspecified,2008-09-01,,8
20988,Unspecified,2008-06-01,,9
20989,Unspecified,2007-02-01,,10
20990,Unspecified,2013-03-01,,5
20991,Unspecified,2011-04-01,,6
20992,Unspecified,2009-06-01,,8
20993,Unspecified,2010-09-01,,6
4,Unspecified,2009-05-01,,8
20994,Unspecified,2010-04-01,,5
20995,Unspecified,2011-10-01,,5
20996,Unspecified,2013-05-01,,5
20997,Unspecified,2009-11-01,,7
20998,Unspecified,2009-09-01,,7
20999,Unspecified,1968-09-01,,7
21000,Unspecified,2006-12-01,,10
21001,Unspecified,2007-07-01,,10
21002,Unspecified,2008-10-01,,8
21003,Unspecified,2008-07-01,,9
21004,Unspecified,2010-01-01,,7
21005,Unspecified,2008-12-01,,8
21006,Unspecified,2009-07-01,,8
21007,Unspecified,2010-06-01,,7
21008,Unspecified,2007-08-01,,10
21009,Unspecified,2011-03-01,,6
21010,Unspecified,2007-04-01,,10
21011,Unspecified,2010-07-01,,7
21012,Unspecified,2006-11-01,,10
21013,Unspecified,2009-03-01,,8
21014,Unspecified,2009-12-01,,7
21015,Unspecified,2010-06-01,,7
21016,Unspecified,2011-03-01,,6
21017,Unspecified,2009-07-01,,8
21018,Unspecified,2009-05-01,,8
21019,Unspecified,2010-10-01,,6
21020,Unspecified,2007-05-01,,10
567,Unspecified,2011-05-01,,6
21021,Unspecified,2011-06-01,,6
21022,Unspecified,2011-04-01,,6
21023,Unspecified,2009-04-01,,8
21024,Unspecified,2010-02-01,,7
21025,Unspecified,2007-10-01,,9
21026,Unspecified,2008-09-01,,8
21027,Unspecified,2008-06-01,,9
21028,Unspecified,2008-10-01,,8
21029,Unspecified,2008-09-01,,8
21030,Unspecified,2008-06-01,,9
21031,Unspecified,2010-08-01,,7
21032,Unspecified,2009-09-01,,7
21033,Unspecified,2009-01-01,,8
792,Unspecified,2011-04-01,,7
21034,Unspecified,2008-02-01,,9
21035,Unspecified,2012-08-01,,6
21036,Unspecified,2011-01-01,,6
21037,Unspecified,2008-04-01,,9
21038,Unspecified,2010-06-01,,7
21039,Unspecified,2007-11-01,,9
21040,Unspecified,2008-10-01,,8
21041,Unspecified,2008-07-01,,9
21042,Unspecified,2007-03-01,,10
21043,Unspecified,2007-12-01,,9
21044,Unspecified,2010-03-01,,7
21045,Unspecified,2009-07-01,,8
21046,Unspecified,2006-10-01,,10
21047,Unspecified,2010-03-01,,7
21048,Unspecified,2008-03-01,,9
21049,Unspecified,2008-02-01,,9
6328,Unspecified,2011-09-01,,5
21050,Unspecified,2008-10-01,,8
21051,Unspecified,2011-04-01,,6
21052,Unspecified,2007-01-01,,10
21053,Unspecified,2009-08-01,,8
21054,Unspecified,2007-12-01,,9
21055,Unspecified,2009-12-01,,7
21056,Unspecified,2010-12-01,,6
21057,Unspecified,2011-04-01,,6
21058,Unspecified,2009-11-01,,7
21059,Unspecified,2007-08-01,,10
21060,Unspecified,2013-08-01,,5
21061,Unspecified,2006-07-01,,8
21062,Unspecified,2009-03-01,,8
21063,Unspecified,2008-06-01,,5
21064,Unspecified,2009-06-01,,8
21065,Unspecified,2007-05-01,,10
21066,Unspecified,2007-06-01,,10
21067,Unspecified,2008-04-01,,9
21068,Unspecified,2009-06-01,,8
21069,Unspecified,2010-04-01,,7
21070,Unspecified,2007-07-01,,10
21071,Unspecified,2006-12-01,,10
21072,Unspecified,2008-09-01,,8
21073,Unspecified,2006-10-01,,10
21074,Unspecified,2010-06-01,,7
21075,Unspecified,2009-05-01,,8
21076,Unspecified,2010-02-01,,7
21077,Unspecified,2008-07-01,,9
21078,Unspecified,2010-06-01,,7
21079,Unspecified,2008-02-01,,9
21080,Unspecified,2007-03-01,,10
6198,Unspecified,2009-10-01,,8
21081,Unspecified,2008-12-01,,8
21082,Unspecified,2007-12-01,,9
21083,Unspecified,2006-10-01,,10
21084,Unspecified,2008-04-01,,9
21085,Unspecified,2009-11-01,,7
21086,Unspecified,2009-07-01,,8
21087,Unspecified,2010-09-01,,6
21088,Unspecified,2007-07-01,,10
21089,Unspecified,2007-06-01,,10
21090,Unspecified,2009-11-01,,7
21091,Unspecified,2010-02-01,,7
300,Unspecified,2011-02-01,,6
21092,Unspecified,2007-10-01,,9
21093,Unspecified,2008-09-01,,8
21094,Unspecified,2006-12-01,,10
21095,Unspecified,2009-03-01,,8
21096,Unspecified,2009-04-01,,8
21097,Unspecified,2010-07-01,,7
21098,Unspecified,2011-08-01,,6
21099,Unspecified,2010-12-01,,6
21100,Unspecified,2009-08-01,,8
21101,Unspecified,2011-08-01,,6
21102,Unspecified,2007-10-01,,9
21103,Unspecified,2010-03-01,,7
21104,Unspecified,2006-09-01,,10
21105,Unspecified,2009-05-01,,8
21106,Unspecified,2010-01-01,,5
21107,Unspecified,2007-11-01,,9
21108,Unspecified,2006-08-01,,10
21109,Unspecified,2008-07-01,,5
21110,Unspecified,2008-08-01,,9
21111,Unspecified,2009-05-01,,8
21112,Unspecified,2009-08-01,,8
1169,Unspecified,2010-09-01,,6
21113,Unspecified,2013-10-01,,5
21114,Unspecified,2009-06-01,,6
21115,Unspecified,2008-04-01,,9
21116,Unspecified,2010-06-01,,7
21117,Unspecified,2009-12-01,,7
21118,Unspecified,2012-11-01,,5
21119,Unspecified,2007-12-01,,9
21120,Unspecified,2009-05-01,,8
21121,Unspecified,2008-05-01,,9
21122,Unspecified,2009-04-01,,8
21123,Unspecified,2007-09-01,,9
21124,Unspecified,2010-04-01,,7
21125,Unspecified,2007-12-01,,9
21126,Unspecified,2008-08-01,,9
21127,Unspecified,2008-08-01,,
21128,Unspecified,2007-04-01,,10
21129,Unspecified,2009-06-01,,8
21130,Unspecified,2009-07-01,,8
21131,Unspecified,2008-02-01,,9
21132,Unspecified,2007-04-01,,10
21133,Unspecified,2009-05-01,,8
21134,Unspecified,2009-10-01,,7
21135,Unspecified,2007-02-01,,10
21136,Unspecified,2007-02-01,,10
21137,Unspecified,2009-12-01,,7
21138,Unspecified,2008-09-01,,8
21139,Unspecified,2012-06-01,,5
21140,Unspecified,2008-10-01,,8
21141,Unspecified,2007-11-01,,9
21142,Unspecified,2008-09-01,,8
21143,Unspecified,2008-02-01,,9
21144,Unspecified,2007-11-01,,9
21145,Unspecified,2008-09-01,,8
21146,Unspecified,2010-02-01,,7
21147,Unspecified,2010-09-01,,6
21148,Unspecified,2008-09-01,,5
21149,Unspecified,2011-08-01,,6
21150,Unspecified,2010-05-01,,7
21151,Unspecified,2010-02-01,,5
21152,Unspecified,2007-11-01,,9
6849,Unspecified,2007-12-01,,9
21153,Unspecified,2007-06-01,,10
21154,Unspecified,2007-10-01,,9
21155,Unspecified,2009-11-01,,7
21156,Unspecified,2007-09-01,,9
21157,Unspecified,2008-10-01,,8
21158,Unspecified,2009-12-01,,7
21159,Unspecified,2007-02-01,,10
21160,Unspecified,2009-12-01,,7
21161,Unspecified,2009-01-01,,8
21162,Unspecified,2008-06-01,,9
21163,Unspecified,2007-07-01,,10
21164,Unspecified,2009-02-01,,8
21165,Unspecified,2011-06-01,,6
21166,Unspecified,2007-04-01,,10
21167,Unspecified,2013-07-01,,5
21168,Unspecified,2009-09-01,,7
21169,Unspecified,2011-07-01,,6
21170,Unspecified,2009-01-01,,8
21171,Unspecified,2006-11-01,,10
21172,Unspecified,2009-09-01,,7
21173,Unspecified,2010-03-01,,7
21174,Unspecified,2009-07-01,,8
21175,Unspecified,2011-06-01,,6
21176,Unspecified,2011-07-01,,6
21177,Unspecified,2011-04-01,,6
21178,Unspecified,2009-01-01,,8
21179,Unspecified,2006-09-01,,10
21180,Unspecified,2017-07-01,,9
21181,Unspecified,2009-06-01,,8
21182,Unspecified,2009-09-01,,7
21183,Unspecified,2011-02-01,,6
21184,Unspecified,2008-07-01,,9
21185,Unspecified,2008-11-01,,8
21186,Unspecified,2008-07-01,,9
21187,Unspecified,2010-12-01,,6
21188,Unspecified,2008-02-01,,6
21189,Unspecified,2010-02-01,,7
21190,Unspecified,2007-06-01,,10
21191,Unspecified,2005-09-01,,9
21192,Unspecified,2008-12-01,,8
21193,Unspecified,2008-10-01,,8
21194,Unspecified,2010-06-01,,7
21195,Unspecified,2009-11-01,,7
21196,Unspecified,2008-11-01,,8
21197,Unspecified,2011-09-01,,5
21198,Unspecified,2008-08-01,,9
21199,Unspecified,2010-05-01,,7
21200,Unspecified,2008-09-01,,8
21201,Unspecified,2006-10-01,,10
21202,Unspecified,2010-02-01,,7
21203,Unspecified,2009-08-01,,8
21204,Unspecified,2009-10-01,,7
21205,Unspecified,2007-10-01,,9
21206,Unspecified,2008-11-01,,8
21207,Unspecified,2009-05-01,,8
21208,Unspecified,2009-08-01,,8
21209,Unspecified,2008-09-01,,8
21210,Unspecified,2011-08-01,,6
21211,Unspecified,2010-12-01,,6
21212,Unspecified,2008-04-01,,6
21213,Unspecified,2010-02-01,,7
21214,Unspecified,2007-12-01,,9
21215,Unspecified,2008-08-01,,9
21216,Unspecified,2006-10-01,,10
21217,Unspecified,2007-01-01,,10
21218,Unspecified,2007-10-01,,9
21219,Unspecified,2008-09-01,,8
21220,Unspecified,2007-06-01,,10
21221,Unspecified,2008-06-01,,9
21222,Unspecified,2007-03-01,,10
21223,Unspecified,2007-05-01,,10
21224,Unspecified,2012-03-01,,5
21225,Unspecified,2010-01-01,,7
21226,Unspecified,2011-09-01,,5
21227,Unspecified,2008-08-01,,9
21228,Unspecified,2009-12-01,,7
21229,Unspecified,2008-03-01,,9
21230,Unspecified,2007-04-01,,10
21231,Unspecified,2008-12-01,,8
21232,Unspecified,2009-02-01,,8
21233,Unspecified,2010-09-01,,6
21234,Unspecified,2012-05-01,,5
21235,Unspecified,2008-11-01,,8
21236,Unspecified,2008-07-01,,9
21237,Unspecified,2008-09-01,,8
21238,Unspecified,2009-09-01,,7
21239,Unspecified,2010-12-01,,6
21240,Unspecified,2007-10-01,,9
21241,Unspecified,2009-06-01,,8
21242,Unspecified,2007-11-01,,9
21243,Unspecified,2008-08-01,,9
21244,Unspecified,2009-08-01,,8
21245,Unspecified,2008-09-01,,8
21246,Unspecified,2008-11-01,,8
21247,Unspecified,2009-01-01,,8
21248,Unspecified,2009-08-01,,8
21249,Unspecified,2007-11-01,,9
21250,Unspecified,2008-12-01,,8
21251,Unspecified,2008-09-01,,8
21252,Unspecified,2007-12-01,,9
21253,Unspecified,2007-06-01,,10
21254,Unspecified,2008-10-01,,8
6261,Unspecified,2007-11-01,,9
21255,Unspecified,2008-04-01,,9
21256,Unspecified,2008-06-01,,9
21257,Unspecified,2007-10-01,,9
21258,Unspecified,2008-01-01,,9
21259,Unspecified,2011-03-01,,6
21260,Unspecified,2007-12-01,,9
21261,Unspecified,2008-12-01,,8
21262,Unspecified,2008-01-01,,9
21263,Unspecified,2008-09-01,,8
21264,Unspecified,2007-05-01,,10
21265,Unspecified,2009-08-01,,8
21266,Unspecified,2006-12-01,,10
21267,Unspecified,2008-06-01,,9
21268,Unspecified,2008-04-01,,9
21269,Unspecified,2009-01-01,,8
21270,Unspecified,2009-07-01,,8
21271,Unspecified,2008-05-01,,9
21272,Unspecified,2007-01-01,,10
21273,Unspecified,2008-12-01,,8
21274,Unspecified,2010-04-01,,7
21275,Unspecified,2008-11-01,,8
21276,Unspecified,2009-06-01,,8
21277,Unspecified,2008-05-01,,9
21278,Unspecified,2009-04-01,,8
21279,Unspecified,2006-12-01,,8
21280,Unspecified,2008-09-01,,
21281,Unspecified,2007-09-01,,9
21282,Unspecified,2010-03-01,,7
21283,Unspecified,2010-04-01,,7
21284,Unspecified,2008-11-01,,8
21285,Unspecified,2010-01-01,,7
21286,Unspecified,2008-10-01,,8
21287,Unspecified,2008-09-01,,5
21288,Unspecified,2009-03-01,,8
21289,Unspecified,2010-03-01,,7
21290,Unspecified,2009-02-01,,8
21291,Unspecified,2008-12-01,,8
21292,Unspecified,2009-11-01,,7
21293,Unspecified,2009-08-01,,5
21294,Unspecified,2012-08-01,,5
21295,Unspecified,2007-05-01,,10
21296,Unspecified,2010-04-01,,7
21297,Unspecified,2009-09-01,,7
21298,Unspecified,2007-06-01,,10
21299,Unspecified,2008-09-01,,8
21300,Unspecified,2011-01-01,,6
21301,Unspecified,2010-09-01,,6
463,Unspecified,2008-04-01,,9
21302,Unspecified,2009-07-01,,8
21303,Unspecified,2007-07-01,,10
21304,Unspecified,2007-12-01,,9
21305,Unspecified,2007-06-01,,10
21306,Unspecified,2008-05-01,,9
21307,Unspecified,2009-07-01,,8
21308,Unspecified,2009-05-01,,8
21309,Unspecified,2008-12-01,,8
21310,Unspecified,2011-03-01,,6
21311,Unspecified,2008-12-01,,8
21312,Unspecified,2008-04-01,,9
21313,Unspecified,2009-01-01,,8
21314,Unspecified,2007-09-01,,9
21315,Unspecified,2008-11-01,,8
21316,Unspecified,2008-01-01,,9
21317,Unspecified,2008-01-01,,9
21318,Unspecified,2008-04-01,,9
22,Unspecified,2010-12-01,,7
21319,Unspecified,2007-04-01,,10
21320,Unspecified,2011-07-01,,6
21321,Unspecified,2008-07-01,,9
21322,Unspecified,2007-09-01,,9
21323,Unspecified,2008-07-01,,9
21324,Unspecified,2008-03-01,,9
21325,Unspecified,2008-07-01,,9
21326,Unspecified,2007-01-01,,10
21327,Unspecified,2006-12-01,,10
21328,Unspecified,2006-12-01,,10
21329,Unspecified,2009-11-01,,7
21330,Unspecified,2007-11-01,,9
21331,Unspecified,2008-04-01,,9
21332,Unspecified,2012-05-01,,5
21333,Unspecified,2011-05-01,,6
21334,Unspecified,2010-11-01,,6
21335,Unspecified,2010-08-01,,7
