SubjectId,Name,ParentId,Level
1638,Continuity of Functions,463.0,3
1639,Graphs of Irrational Functions,463.0,3
1647,Scale Drawing and Maps,46.0,3
1648,Surface Area of Non-Prisms,100.0,3
1649,Volume of Non-Prisms,100.0,3
1650,Frequency Trees,342.0,3
1651,3D Trigonometry,97.0,3
1675,Limiting Values of Sequences,137.0,3
1676,Roman Numerals,144.0,3
1750,Pressure,79.0,3
1975,Combining Operations,144.0,3
1976,Frequency tables,113.0,3
1977,Mixed operation Negative Numbers,42.0,3
1978,Mixed operation Decimals,36.0,3
1980,Types of number,32.0,2
1981,Fractional Change,39.0,3
1982,Mixed operation Fractions,39.0,3
1983,Drawing Axes,54.0,3
1984,Quadratic inequalities on Number Lines,59.0,3
1985,Reading Scales,98.0,3
1986,Multiply a vector by a scalar,99.0,3
1987,Sorting Shapes,174.0,3
1988,Labelling Shapes,174.0,3
1989,Correct units of measurement,178.0,3
